minutes, ingredients
175299, 45, 7
185931, 65, 12
118008, 30, 8
101555, 15, 4
107831, 65, 8
401198, 60, 14
277631, 65, 14
173404, 35, 6
437716, 45, 9
29181, 65, 10
235904, 65, 14
235732, 15, 8
505198, 25, 9
12618, 10, 6
363362, 13, 8
321039, 30, 13
126879, 40, 9
266497, 65, 7
80921, 65, 14
53242, 15, 5
39838, 65, 5
252748, 60, 17
444207, 35, 9
52487, 65, 8
390365, 30, 7
84164, 65, 17
22860, 50, 12
218808, 13, 10
66956, 65, 9
95684, 40, 10
197629, 49, 13
70460, 65, 13
173126, 65, 7
332726, 20, 6
242680, 17, 11
278406, 20, 9
420765, 55, 4
317506, 40, 17
81849, 50, 8
109090, 16, 14
77712, 40, 13
267576, 65, 4
107848, 60, 15
445629, 35, 6
101642, 10, 7
157482, 40, 10
53081, 30, 8
71979, 65, 6
64260, 5, 3
204710, 65, 12
472438, 45, 6
119843, 65, 5
230470, 35, 11
49952, 60, 6
22899, 45, 10
358262, 40, 10
47311, 40, 10
106444, 65, 8
55519, 55, 13
183826, 65, 8
373987, 35, 7
23472, 45, 6
383391, 40, 12
217440, 65, 13
133056, 65, 15
108925, 8, 9
381763, 50, 8
511013, 65, 5
13787, 15, 9
484584, 35, 11
222372, 12, 9
103102, 30, 7
470778, 35, 10
54984, 65, 13
54025, 33, 6
167802, 15, 4
195723, 65, 8
347436, 65, 6
243567, 25, 3
201475, 65, 7
109196, 30, 5
63582, 17, 8
260552, 10, 4
147731, 30, 5
261876, 65, 5
333651, 10, 11
327503, 65, 9
93771, 35, 6
183646, 45, 10
482061, 30, 16
285686, 50, 7
172043, 30, 10
10696, 15, 7
88108, 65, 14
198775, 45, 9
132113, 25, 10
103275, 5, 6
77497, 15, 4
184469, 65, 10
27774, 50, 6
42104, 35, 9
79013, 29, 12
115580, 35, 10
241900, 51, 10
473531, 20, 17
334319, 40, 7
108644, 15, 11
477777, 30, 9
173314, 65, 5
457756, 65, 11
424374, 20, 4
473599, 40, 8
372610, 40, 10
91092, 17, 3
320895, 65, 15
191154, 6, 9
51823, 60, 6
392122, 65, 6
171186, 65, 7
376824, 30, 12
92094, 8, 3
205126, 25, 11
134483, 15, 6
110960, 65, 11
463642, 31, 12
162905, 5, 8
428026, 45, 10
505077, 65, 10
287088, 20, 6
409309, 35, 8
274443, 5, 6
41741, 20, 7
296362, 25, 17
378119, 45, 9
361557, 65, 11
341019, 25, 13
324717, 40, 8
14302, 65, 14
466405, 22, 7
28896, 15, 5
114061, 42, 13
137495, 55, 9
66551, 35, 12
12298, 65, 8
170837, 20, 5
495014, 10, 9
285359, 65, 12
121242, 3, 5
122107, 55, 21
196346, 65, 8
317219, 10, 8
115720, 20, 13
392989, 40, 8
291495, 35, 16
409752, 65, 13
342602, 23, 12
293574, 65, 7
232293, 5, 4
73668, 45, 11
275208, 40, 15
210633, 13, 4
91795, 65, 7
142170, 30, 6
41728, 16, 12
467038, 45, 15
52082, 25, 9
430928, 12, 9
50161, 45, 14
271230, 40, 3
13405, 50, 9
283194, 13, 8
43164, 65, 11
85551, 40, 5
377242, 45, 14
448977, 20, 10
423686, 17, 5
500218, 35, 5
39077, 60, 9
449546, 50, 9
7565, 65, 12
201717, 65, 8
168957, 25, 13
208154, 65, 10
63552, 4, 2
47704, 25, 13
196416, 20, 12
246101, 10, 11
99294, 45, 9
439202, 25, 10
201620, 60, 7
345191, 65, 9
323469, 25, 8
21504, 65, 14
456164, 12, 14
155506, 8, 6
347569, 25, 3
360940, 35, 9
90660, 35, 6
224683, 65, 10
301518, 65, 9
376725, 60, 26
193065, 25, 7
161726, 65, 8
319748, 65, 14
267526, 65, 6
237713, 65, 12
173575, 65, 6
171357, 25, 14
67137, 55, 4
52346, 15, 5
60624, 35, 16
364734, 40, 7
243448, 65, 9
400985, 65, 7
97746, 65, 6
471521, 50, 3
259836, 33, 11
67374, 30, 8
175079, 65, 6
200929, 45, 11
248530, 30, 14
200560, 35, 13
307627, 20, 8
183541, 30, 6
370439, 65, 11
306401, 65, 13
107926, 46, 9
453365, 55, 10
114605, 5, 8
122457, 8, 3
221854, 65, 8
58901, 65, 14
338843, 65, 9
99248, 5, 4
423582, 10, 8
69389, 25, 7
7888, 0, 11
290817, 15, 7
289846, 40, 5
264424, 60, 14
454785, 45, 12
168699, 65, 7
113611, 20, 3
450115, 20, 14
155828, 24, 11
45500, 30, 16
351336, 5, 5
66950, 40, 6
312371, 25, 5
147430, 65, 11
152508, 20, 7
30839, 60, 9
138296, 14, 5
225147, 50, 8
181278, 3, 2
78860, 45, 7
51866, 50, 8
379031, 65, 12
99117, 35, 9
268579, 20, 13
11700, 25, 12
210209, 25, 12
99883, 65, 15
56055, 15, 5
200481, 40, 20
55748, 25, 6
141581, 12, 6
30576, 20, 8
341952, 5, 5
134793, 65, 12
5377, 0, 13
35558, 30, 8
130303, 60, 6
51982, 27, 10
222330, 20, 6
27976, 65, 5
48682, 40, 5
129068, 30, 9
82591, 10, 6
137997, 30, 8
62021, 40, 13
421629, 60, 14
372664, 20, 5
91387, 65, 10
324213, 50, 11
135162, 65, 14
257795, 5, 8
32035, 30, 9
440729, 38, 12
26511, 20, 6
80753, 20, 4
112401, 30, 6
308211, 55, 10
483481, 30, 7
458269, 10, 9
247290, 65, 16
64704, 65, 11
485215, 39, 8
94782, 15, 5
404963, 55, 14
167669, 45, 14
189708, 65, 12
422194, 35, 7
398565, 20, 7
455203, 30, 9
148292, 35, 9
152490, 30, 9
503658, 65, 23
29020, 30, 6
73132, 65, 9
14154, 30, 9
228468, 45, 8
200905, 65, 12
262, 40, 10
416828, 45, 9
42247, 65, 2
15131, 26, 11
243739, 5, 3
275836, 30, 8
224784, 65, 10
195103, 35, 14
212407, 60, 16
285773, 35, 9
386827, 45, 13
293995, 65, 6
376218, 60, 11
95125, 15, 5
211573, 65, 8
43762, 40, 11
139396, 65, 5
55719, 60, 6
438345, 65, 9
341904, 11, 2
281604, 35, 10
215036, 10, 6
157745, 50, 8
152814, 50, 10
215074, 15, 8
204986, 65, 8
137196, 30, 11
278370, 30, 4
59015, 45, 6
304096, 65, 12
158985, 65, 14
82367, 65, 10
230389, 65, 12
289618, 25, 11
216035, 35, 4
292769, 45, 9
243845, 5, 4
357345, 5, 7
151688, 55, 10
19859, 65, 7
120947, 5, 3
133077, 18, 6
401537, 20, 5
199880, 20, 5
228587, 65, 11
323039, 65, 9
380632, 5, 10
440015, 35, 9
404981, 60, 13
108165, 20, 8
220975, 65, 7
164636, 5, 3
502859, 35, 14
275240, 40, 11
140606, 20, 6
310091, 20, 10
37064, 10, 5
484528, 5, 7
29651, 65, 8
124248, 10, 13
128676, 30, 9
77162, 65, 8
298168, 65, 18
12530, 25, 5
135823, 40, 10
385085, 35, 4
17073, 65, 12
458715, 30, 9
318467, 40, 9
470917, 65, 9
99926, 40, 17
179051, 65, 3
307986, 50, 11
108773, 40, 12
184316, 65, 18
62252, 60, 7
8555, 40, 8
101053, 65, 15
208936, 30, 6
73012, 65, 12
409468, 60, 7
135904, 30, 2
293116, 65, 5
397902, 40, 8
442542, 15, 5
123944, 15, 12
209284, 30, 11
134939, 40, 7
308806, 25, 11
298086, 35, 9
218673, 30, 6
354115, 65, 21
40343, 65, 4
26489, 7, 5
342747, 30, 12
394168, 26, 16
403885, 30, 7
85582, 55, 4
255323, 26, 5
311390, 20, 8
128493, 65, 20
334214, 65, 12
302325, 20, 10
69448, 65, 16
106742, 65, 8
135257, 65, 11
443870, 65, 10
177945, 65, 10
51703, 23, 8
24164, 50, 9
53594, 25, 10
193072, 30, 6
10622, 20, 10
281152, 25, 5
48629, 65, 8
85499, 15, 7
87000, 2, 7
392389, 55, 16
118149, 65, 6
3451, 15, 8
305165, 23, 10
247709, 30, 9
35718, 15, 6
429942, 45, 10
356681, 15, 6
127357, 20, 9
118385, 30, 8
215721, 3, 4
54487, 50, 8
343595, 30, 7
275518, 15, 4
212735, 65, 11
143765, 42, 9
454341, 30, 10
33632, 15, 8
177134, 35, 9
32493, 40, 11
456567, 65, 14
165905, 35, 7
104168, 65, 10
254299, 10, 6
108284, 50, 15
283695, 19, 9
176907, 20, 7
76586, 24, 7
115147, 20, 19
449334, 40, 11
302152, 15, 6
155479, 15, 9
416677, 65, 9
144829, 30, 16
146861, 45, 7
508423, 40, 12
99501, 35, 7
25000, 20, 5
226139, 30, 13
370659, 65, 8
16576, 55, 7
62713, 55, 13
160990, 45, 7
255022, 45, 9
230926, 35, 6
319315, 30, 10
464235, 30, 9
205061, 20, 10
80903, 65, 8
70790, 50, 13
89619, 50, 10
362976, 65, 12
313259, 40, 15
195836, 50, 6
339084, 65, 14
79861, 25, 7
98377, 5, 5
67044, 15, 5
208927, 30, 13
145015, 65, 15
143386, 65, 11
204731, 65, 14
424103, 10, 6
34499, 65, 10
217025, 6, 4
84223, 45, 12
103021, 15, 6
85814, 30, 6
96405, 22, 5
453962, 25, 6
209061, 5, 2
263820, 65, 6
113318, 65, 9
80748, 55, 14
112105, 65, 12
464539, 50, 11
210631, 40, 10
85175, 15, 6
494433, 15, 5
205633, 25, 9
32686, 5, 7
144109, 20, 9
37450, 5, 7
140847, 45, 11
306289, 10, 9
36126, 10, 6
513064, 65, 8
220345, 35, 9
55075, 20, 9
329659, 65, 8
432445, 35, 12
93469, 15, 10
92746, 35, 9
209421, 65, 17
507398, 30, 15
27993, 10, 6
390318, 45, 7
173346, 50, 9
144190, 13, 10
386279, 45, 7
329948, 40, 4
144195, 1, 7
170776, 30, 7
15302, 20, 5
256552, 65, 12
19817, 65, 8
223776, 65, 13
109173, 50, 12
377716, 37, 6
124617, 25, 11
200218, 40, 8
206321, 5, 4
255694, 20, 5
60340, 65, 16
35604, 15, 6
92747, 65, 9
149893, 15, 5
221752, 25, 12
212605, 25, 7
353800, 25, 9
170263, 25, 6
109727, 35, 11
513440, 30, 6
295099, 15, 3
368440, 30, 9
170225, 20, 11
27956, 65, 6
85853, 50, 19
284732, 35, 8
256262, 15, 10
323596, 30, 5
22873, 25, 6
384619, 40, 5
176131, 20, 11
135268, 65, 8
189509, 40, 15
427642, 20, 7
180107, 65, 7
37920, 35, 8
78455, 12, 6
264143, 17, 4
458206, 10, 7
290001, 65, 10
91252, 65, 8
104182, 60, 7
2644, 0, 5
61434, 65, 10
108986, 30, 12
382971, 20, 6
57101, 55, 3
108051, 30, 6
104344, 5, 14
257491, 30, 9
193391, 10, 4
102816, 65, 12
135146, 27, 9
442677, 65, 2
213313, 25, 7
257339, 65, 16
59347, 65, 7
345762, 10, 3
94233, 65, 8
175188, 19, 12
241254, 65, 10
147246, 40, 11
387415, 65, 16
510759, 65, 18
406786, 40, 4
307009, 60, 7
75673, 45, 9
420805, 45, 7
400661, 65, 21
513378, 25, 11
110133, 55, 17
457517, 15, 8
450139, 65, 11
26990, 55, 10
68861, 15, 9
148093, 60, 15
344940, 9, 8
198570, 55, 10
23692, 55, 15
257812, 60, 16
88736, 15, 10
170408, 15, 6
288712, 12, 6
225552, 65, 17
403667, 8, 7
238328, 30, 9
202959, 13, 2
71316, 65, 8
105721, 25, 5
166280, 20, 11
486675, 65, 9
224873, 45, 8
399208, 5, 4
139815, 65, 22
282259, 65, 8
63262, 12, 4
8034, 0, 4
200802, 60, 10
317468, 30, 10
137260, 35, 6
21421, 65, 15
119979, 65, 11
171239, 10, 7
92259, 15, 10
154207, 50, 9
228488, 20, 8
469408, 45, 8
41292, 48, 10
290435, 20, 8
247316, 60, 11
186905, 65, 10
161402, 65, 22
116533, 30, 13
448519, 35, 9
107518, 19, 4
425487, 65, 12
285751, 20, 7
508882, 40, 8
132194, 21, 10
517501, 2, 3
42322, 28, 12
45506, 15, 5
188098, 30, 12
289422, 40, 13
188865, 30, 9
241967, 40, 20
103934, 3, 7
288783, 30, 7
100304, 40, 10
19615, 64, 3
467517, 45, 6
391357, 5, 3
395503, 40, 14
321823, 5, 6
269198, 30, 7
106887, 5, 5
76952, 65, 7
103174, 65, 12
117268, 22, 9
290165, 15, 7
373139, 45, 13
449346, 50, 9
317232, 35, 12
128502, 20, 6
339543, 60, 18
226897, 45, 8
283053, 65, 18
190954, 10, 5
231143, 18, 9
313997, 2, 3
168416, 30, 13
24393, 20, 9
55555, 65, 9
185562, 65, 10
260297, 65, 4
223477, 65, 11
402611, 50, 7
117824, 24, 5
20099, 65, 6
53166, 20, 16
332339, 50, 9
85264, 20, 6
140810, 30, 10
85482, 55, 14
53530, 10, 5
484525, 65, 12
201168, 65, 13
463501, 30, 9
432262, 35, 9
268217, 65, 9
327773, 35, 9
233114, 65, 12
21153, 45, 14
292037, 10, 5
186893, 10, 10
268798, 65, 12
512123, 25, 5
339167, 35, 12
345187, 65, 12
15479, 27, 10
225418, 20, 5
173918, 65, 7
124055, 20, 15
173021, 45, 9
187421, 65, 10
300318, 30, 7
151045, 15, 10
61389, 25, 8
294633, 30, 5
130223, 50, 5
25400, 30, 9
10093, 10, 7
310485, 30, 8
71637, 5, 6
304092, 15, 10
148380, 20, 15
214525, 2, 2
211007, 45, 11
32899, 35, 11
87042, 5, 4
292625, 30, 8
241057, 18, 9
298599, 10, 5
296234, 30, 6
124755, 40, 7
482760, 55, 14
78157, 65, 6
453442, 35, 6
347155, 65, 14
65127, 10, 7
38946, 65, 8
110139, 65, 9
421984, 4, 6
43040, 42, 7
391375, 30, 14
143530, 40, 10
104529, 65, 12
445214, 17, 6
471342, 45, 17
175266, 30, 6
332721, 60, 11
196257, 45, 6
68448, 20, 5
284274, 65, 11
117864, 52, 16
503615, 35, 12
83974, 40, 18
342881, 3, 3
128228, 25, 10
276592, 35, 12
86430, 65, 10
185297, 20, 3
373182, 40, 12
120460, 65, 12
68531, 45, 15
38442, 40, 9
200426, 25, 12
200041, 20, 11
300301, 15, 6
87187, 10, 7
87012, 25, 9
178162, 65, 15
290462, 65, 7
76906, 4, 3
168475, 30, 14
217489, 40, 9
470901, 35, 7
281617, 30, 6
218853, 65, 15
206956, 30, 6
93711, 55, 11
73963, 18, 11
177651, 65, 12
187716, 30, 5
202355, 25, 11
486413, 65, 12
33978, 5, 5
3264, 0, 4
519139, 65, 6
327769, 30, 8
326634, 65, 17
76983, 35, 5
88481, 30, 6
208428, 65, 15
456991, 25, 7
221492, 30, 11
196448, 65, 9
197963, 10, 6
170589, 65, 11
83607, 60, 7
136, 50, 9
252004, 20, 9
400014, 65, 14
229566, 22, 12
283609, 65, 14
457710, 50, 12
224517, 40, 6
402762, 4, 7
176533, 65, 8
200771, 30, 8
122650, 65, 10
286230, 10, 11
172383, 30, 6
93566, 45, 14
206143, 60, 11
127144, 10, 5
331081, 65, 11
403844, 40, 17
511470, 65, 12
434451, 45, 12
415305, 25, 7
49304, 25, 7
212460, 25, 10
89718, 40, 7
134667, 65, 16
123165, 5, 7
22883, 30, 7
326027, 35, 11
198623, 55, 8
21125, 40, 7
309587, 30, 8
249453, 8, 5
268067, 65, 14
30933, 65, 7
226653, 35, 6
112897, 63, 5
378756, 30, 14
311351, 15, 10
148086, 15, 11
121602, 45, 4
66646, 65, 12
159621, 60, 15
234617, 55, 12
212023, 45, 9
359448, 32, 17
216050, 65, 9
62305, 65, 6
207221, 65, 11
389471, 15, 5
36754, 40, 6
84791, 10, 10
58908, 15, 6
321337, 40, 11
460502, 5, 7
256843, 65, 7
73214, 5, 4
220514, 65, 9
292420, 5, 5
293908, 35, 7
383729, 65, 15
137657, 5, 3
137068, 65, 13
163671, 60, 10
459105, 32, 14
154766, 30, 11
363435, 20, 10
462844, 65, 9
27535, 10, 7
175525, 30, 7
168061, 30, 10
504815, 30, 8
311629, 22, 10
222102, 65, 6
99502, 50, 14
122577, 5, 4
271661, 30, 10
123547, 2, 4
191390, 40, 4
460435, 25, 9
320833, 2, 6
242551, 3, 4
167603, 65, 7
410790, 20, 11
261689, 40, 10
331174, 33, 5
107570, 37, 4
265921, 65, 14
195514, 20, 6
426072, 3, 6
515968, 15, 11
186020, 15, 11
153500, 65, 12
312986, 22, 4
78533, 12, 3
34998, 30, 7
182834, 65, 8
315483, 20, 11
90304, 30, 12
368693, 30, 10
123597, 11, 4
449406, 20, 6
7210, 0, 8
73597, 13, 7
142050, 60, 7
460238, 20, 7
293948, 60, 7
49032, 65, 12
439912, 65, 15
97223, 40, 10
203697, 30, 13
14179, 20, 7
484603, 30, 8
8281, 0, 12
53105, 22, 11
151029, 8, 9
464415, 15, 8
395282, 5, 6
9223, 40, 12
20536, 20, 15
142457, 13, 7
31772, 35, 11
432992, 50, 6
433690, 20, 13
117938, 10, 3
431671, 30, 10
24388, 65, 8
353805, 40, 13
135068, 65, 13
160437, 45, 10
86978, 20, 8
223418, 5, 10
390619, 45, 14
269333, 60, 4
329577, 65, 13
353866, 40, 7
230335, 65, 12
363427, 65, 5
350868, 65, 8
504130, 50, 10
113661, 65, 8
116358, 40, 13
280581, 1, 5
161693, 30, 7
223827, 5, 4
219761, 9, 6
335005, 40, 3
112364, 50, 8
75011, 20, 10
294828, 5, 5
94245, 65, 5
142316, 45, 5
15967, 45, 7
169606, 25, 5
17058, 35, 12
357426, 60, 11
276612, 3, 4
250395, 30, 9
397638, 65, 12
37087, 30, 14
216049, 25, 6
365038, 65, 9
221519, 65, 16
434823, 65, 11
121514, 27, 14
271057, 30, 9
235380, 60, 16
59389, 45, 11
448568, 65, 12
57744, 35, 10
194834, 20, 6
158191, 30, 6
205890, 17, 9
44205, 25, 6
128, 25, 5
57423, 50, 12
242921, 40, 6
259568, 65, 10
105454, 5, 3
246498, 60, 9
286828, 36, 5
303738, 2, 3
106280, 60, 6
417926, 20, 8
46476, 55, 14
84440, 40, 6
253915, 22, 10
408244, 30, 13
256746, 25, 9
57053, 25, 9
387084, 45, 7
268740, 65, 7
79838, 20, 6
530285, 7, 6
218925, 55, 11
169697, 17, 8
133824, 55, 13
223086, 25, 3
97332, 50, 7
37846, 40, 6
102040, 65, 9
126432, 65, 21
101298, 50, 11
82214, 42, 8
70466, 40, 9
311256, 25, 9
259731, 7, 6
12724, 40, 9
206973, 65, 9
258858, 15, 8
201768, 25, 4
144997, 65, 11
499114, 30, 14
165312, 10, 5
312417, 65, 20
57886, 5, 6
103106, 35, 10
264604, 27, 9
143913, 65, 18
380848, 25, 12
57183, 30, 6
335522, 45, 10
87843, 45, 10
103471, 8, 7
66412, 50, 11
319965, 20, 5
136704, 48, 5
253008, 50, 5
276501, 25, 7
483513, 30, 10
75750, 24, 12
357473, 52, 13
293842, 65, 10
117929, 35, 11
116396, 45, 19
41561, 65, 15
13578, 65, 13
57323, 65, 11
455226, 5, 3
293768, 25, 19
152882, 60, 5
25369, 20, 6
87360, 30, 8
21681, 10, 6
68547, 15, 11
120294, 36, 10
58707, 65, 9
444830, 55, 10
173772, 55, 11
76603, 60, 11
479194, 27, 8
106241, 35, 3
222426, 5, 10
496993, 35, 7
204947, 40, 15
314815, 65, 11
19048, 40, 11
46506, 65, 18
102112, 65, 14
131712, 50, 11
473975, 50, 8
115107, 35, 14
504361, 65, 9
234583, 65, 17
132022, 40, 11
17227, 30, 5
15172, 30, 8
264619, 65, 13
254847, 30, 13
156167, 10, 4
56534, 14, 7
196954, 60, 14
354083, 60, 7
165678, 37, 16
40098, 5, 6
407245, 30, 9
426686, 43, 9
252678, 10, 11
238644, 35, 7
363679, 25, 12
233431, 60, 11
279324, 15, 6
432401, 65, 12
406134, 30, 9
46993, 65, 12
323986, 25, 2
141378, 40, 10
49289, 25, 6
298584, 65, 22
294075, 65, 12
362541, 65, 12
497418, 45, 5
140987, 50, 6
177668, 20, 9
62433, 60, 8
19673, 65, 18
181130, 18, 7
403594, 65, 7
306880, 2, 4
227306, 65, 14
287748, 2, 13
259010, 20, 9
435912, 15, 9
18681, 65, 12
137810, 45, 9
258312, 15, 8
303021, 23, 5
295073, 35, 10
263477, 48, 12
503264, 15, 6
10352, 65, 8
254738, 65, 22
477253, 5, 4
108953, 20, 5
291550, 7, 6
455259, 15, 2
254747, 65, 8
174731, 60, 8
60225, 65, 12
198248, 35, 8
249315, 12, 7
307727, 15, 5
79542, 2, 3
485836, 5, 9
497748, 55, 10
350281, 40, 11
39104, 65, 7
197753, 30, 11
248830, 65, 8
190434, 65, 9
404303, 65, 14
211447, 15, 4
304807, 50, 9
367889, 25, 6
214588, 65, 11
72759, 30, 3
84103, 45, 8
42582, 10, 10
296295, 10, 4
268756, 25, 7
75242, 65, 15
28978, 24, 11
319798, 65, 7
165274, 15, 5
180572, 35, 13
370812, 40, 7
378174, 20, 10
127243, 65, 8
286928, 35, 7
182032, 65, 8
166277, 12, 10
158411, 65, 9
24585, 65, 11
102109, 60, 3
243273, 55, 11
80963, 55, 8
352183, 5, 3
415393, 15, 8
275122, 65, 3
30078, 65, 6
463806, 10, 8
83099, 60, 18
335435, 15, 11
42229, 65, 11
25644, 25, 14
35427, 65, 13
113411, 65, 11
266868, 30, 9
65736, 50, 9
290609, 60, 13
148174, 65, 11
66127, 10, 6
93960, 65, 13
34652, 45, 11
26252, 15, 5
150923, 65, 14
460057, 5, 4
194264, 60, 9
96538, 65, 11
344716, 20, 6
225141, 50, 10
502009, 8, 4
301323, 35, 12
340065, 65, 9
438638, 25, 15
63769, 10, 6
275087, 20, 7
82521, 65, 9
146277, 10, 12
229289, 60, 13
495353, 60, 11
449447, 10, 8
362036, 30, 9
255069, 65, 10
424382, 65, 15
289542, 65, 13
316336, 65, 5
175428, 35, 7
4234, 0, 10
136170, 20, 4
19861, 5, 8
18895, 60, 13
171666, 30, 6
106927, 35, 11
63066, 5, 7
110167, 20, 6
394891, 65, 10
109367, 25, 6
182950, 25, 6
159032, 45, 13
387033, 65, 10
202787, 7, 5
208445, 65, 7
268783, 40, 11
318709, 5, 5
116292, 30, 14
318534, 65, 8
47766, 65, 14
504544, 35, 11
49375, 10, 4
178437, 50, 12
152391, 15, 11
385106, 65, 6
221943, 35, 9
68111, 45, 8
343535, 40, 7
171511, 10, 7
145259, 65, 3
84468, 35, 6
511884, 65, 4
309108, 20, 7
404185, 15, 5
110717, 65, 11
310391, 5, 5
442602, 65, 10
513721, 30, 9
216417, 30, 10
331820, 25, 9
230150, 15, 6
235322, 25, 8
356904, 60, 15
456970, 40, 16
355388, 4, 3
53508, 10, 8
65112, 40, 5
141380, 22, 8
16290, 65, 11
93673, 65, 14
284483, 65, 7
1527, 0, 9
82618, 65, 18
207541, 65, 7
126760, 25, 5
33946, 40, 15
24904, 50, 8
170217, 23, 10
158504, 25, 15
221999, 30, 10
99911, 65, 10
200248, 2, 3
214141, 65, 10
420358, 65, 5
311799, 20, 8
353392, 40, 16
26072, 65, 12
429624, 65, 12
313046, 65, 8
161137, 30, 7
278650, 13, 5
100770, 35, 13
301294, 30, 5
72615, 20, 10
161204, 62, 7
366268, 40, 9
368627, 10, 5
70124, 20, 11
370156, 40, 10
441766, 10, 5
90786, 55, 17
100028, 50, 10
26915, 50, 6
101940, 31, 13
351209, 65, 23
148250, 27, 8
384063, 20, 8
66200, 28, 12
29394, 35, 16
98464, 45, 9
346208, 10, 5
397205, 45, 8
388662, 65, 15
535570, 25, 15
120546, 5, 7
362133, 65, 18
69068, 40, 15
250432, 5, 5
201796, 22, 5
371012, 20, 9
236566, 45, 7
68995, 23, 5
337226, 10, 6
46876, 30, 7
132507, 15, 6
195356, 50, 6
22729, 30, 5
134705, 65, 13
219986, 45, 8
239551, 20, 11
237467, 60, 17
473716, 60, 11
27854, 25, 13
171839, 65, 6
213881, 65, 10
455086, 65, 7
81289, 5, 3
469031, 15, 8
269768, 20, 8
2425, 0, 7
425232, 60, 14
310607, 14, 10
88422, 20, 7
41142, 65, 11
58812, 25, 12
90998, 35, 13
253107, 65, 8
183626, 25, 9
312646, 30, 11
96624, 55, 15
508517, 65, 12
433354, 2, 4
137896, 5, 7
61129, 35, 5
84976, 35, 8
149684, 8, 6
154288, 25, 10
165144, 20, 16
275982, 30, 3
134399, 65, 10
186281, 13, 8
438191, 65, 8
448968, 65, 19
436562, 65, 15
8088, 45, 10
316713, 30, 12
282892, 32, 12
97544, 60, 11
26415, 65, 5
189415, 5, 4
407988, 65, 9
480448, 65, 19
164380, 25, 9
98275, 50, 9
207831, 40, 10
468812, 20, 7
32611, 65, 15
216464, 20, 5
213171, 55, 5
225808, 65, 20
43094, 65, 11
536474, 22, 14
43010, 65, 10
43794, 65, 10
39756, 65, 9
212080, 65, 9
41102, 60, 7
32175, 20, 5
116779, 65, 6
127561, 22, 13
21955, 28, 7
30012, 65, 15
205495, 40, 15
311515, 65, 12
34376, 5, 7
52846, 50, 7
283702, 65, 11
169035, 60, 6
179409, 65, 10
349019, 50, 8
276031, 50, 7
236992, 45, 7
299529, 30, 12
383741, 40, 13
130534, 65, 12
224088, 20, 7
107379, 65, 13
413946, 65, 9
145921, 10, 5
61437, 25, 8
95258, 50, 12
84773, 25, 7
80121, 0, 8
130438, 20, 9
117229, 22, 15
177734, 65, 7
376779, 15, 5
266161, 65, 13
9246, 65, 3
298597, 45, 6
382760, 40, 13
54060, 15, 11
438333, 65, 9
515673, 30, 7
502694, 15, 9
107712, 45, 13
340973, 55, 13
117914, 30, 12
482223, 15, 7
338833, 5, 6
170038, 55, 15
364672, 65, 7
413290, 35, 15
96944, 20, 14
190219, 65, 8
251647, 10, 8
150700, 8, 4
447393, 65, 4
65476, 50, 11
96615, 45, 12
212614, 45, 4
352209, 65, 14
84423, 35, 15
38544, 15, 6
124092, 65, 5
416299, 6, 4
15019, 5, 4
115764, 65, 11
305568, 55, 14
59381, 6, 5
274414, 65, 6
492467, 45, 16
407163, 65, 9
257272, 10, 6
331918, 26, 9
323111, 30, 11
162302, 5, 8
220577, 35, 11
207383, 30, 12
428056, 65, 11
42094, 45, 8
475908, 65, 14
158017, 30, 9
227099, 5, 6
395870, 20, 12
404125, 15, 17
30052, 50, 9
40168, 40, 10
293625, 7, 6
175646, 15, 5
78335, 65, 16
63993, 9, 5
425864, 10, 6
35774, 40, 5
334915, 65, 13
143660, 35, 4
428829, 31, 7
56694, 50, 11
295890, 65, 14
316907, 20, 5
449886, 65, 14
269391, 65, 11
40032, 61, 12
275163, 10, 5
210451, 5, 6
366959, 65, 10
405016, 65, 21
208179, 30, 5
185883, 65, 9
78934, 23, 4
229688, 50, 7
437634, 27, 8
282238, 10, 5
13818, 60, 7
194698, 35, 10
151899, 20, 8
412852, 50, 12
332516, 15, 5
17961, 25, 8
476778, 65, 8
84948, 20, 12
141148, 35, 5
279767, 30, 9
141790, 25, 9
418720, 65, 7
74931, 65, 9
180029, 10, 10
144967, 35, 14
142201, 30, 11
84702, 10, 5
108272, 55, 3
134100, 60, 6
81170, 1, 3
17780, 45, 11
212675, 5, 9
397273, 40, 15
258526, 40, 9
444935, 10, 4
477871, 35, 8
218501, 65, 13
310840, 45, 9
281185, 65, 10
467315, 43, 11
341714, 65, 15
192009, 50, 5
276479, 3, 3
73501, 15, 8
8584, 65, 11
158979, 42, 10
74100, 20, 16
429481, 55, 8
153027, 30, 17
231381, 15, 3
90197, 65, 7
430040, 10, 8
368456, 2, 4
114198, 35, 8
190333, 55, 9
210742, 65, 9
13721, 19, 4
310336, 55, 8
15436, 40, 9
64626, 65, 11
251237, 3, 7
292504, 20, 10
369647, 30, 11
307553, 29, 7
18226, 65, 11
237121, 30, 7
294053, 40, 8
72238, 40, 8
188292, 65, 13
289759, 30, 11
418772, 50, 6
184211, 15, 16
119194, 35, 6
66019, 40, 8
11240, 13, 10
278747, 30, 5
81095, 20, 13
254792, 15, 5
210036, 65, 4
270687, 3, 5
79178, 65, 9
303686, 35, 13
331856, 10, 2
270252, 65, 18
356626, 35, 12
362891, 65, 5
372913, 65, 10
303227, 65, 4
318305, 50, 19
408205, 65, 13
326102, 65, 9
