id, minutes, n_ingredients
88797, 70, 4
392441, 20, 3
206436, 495, 5
374459, 10, 4
141085, 150, 4
352243, 140, 5
314968, 45, 5
122014, 10, 4
366868, 5, 5
320444, 1470, 4
146718, 3, 3
443231, 1450, 4
256261, 10, 5
533896, 58, 5
259256, 5, 4
171585, 10, 5
285332, 25, 4
394244, 10, 4
102918, 270, 5
120889, 25, 4
7029, 2, 2
136112, 35, 5
464921, 11, 4
186991, 3, 3
361063, 2, 5
245394, 10, 4
97108, 10, 5
181096, 15, 3
256333, 25, 4
467922, 25, 5
413649, 10, 5
376245, 10, 3
423494, 23, 5
46099, 2, 3
363879, 10, 5
21252, 40, 5
215089, 15, 4
440213, 13, 3
49186, 2, 4
240106, 10, 4
484650, 185, 5
230927, 30, 5
114227, 5, 4
20450, 15, 5
53797, 80, 4
196706, 15, 5
103582, 12, 5
316508, 10, 2
271667, 25, 3
188057, 35, 5
135834, 40, 4
49284, 35, 4
344644, 245, 4
274512, 25, 5
283358, 5, 5
457059, 15, 5
396874, 40, 4
219916, 490, 3
54297, 45, 5
290814, 55, 5
438766, 5, 5
390997, 20, 5
55957, 10, 5
73494, 15, 3
54116, 10, 5
94462, 20, 3
329200, 30, 5
181208, 20, 4
209702, 5, 3
119468, 40, 4
168085, 5, 5
117284, 45, 4
402587, 55, 5
360196, 15, 5
33354, 50, 4
157820, 40, 5
125625, 10, 4
30539, 10, 3
143031, 18, 5
74258, 80, 4
327447, 120, 4
112795, 65, 4
274602, 25, 3
321178, 125, 4
249924, 70, 5
65613, 15, 5
464513, 18, 5
223829, 5, 4
360925, 40, 5
60900, 10, 4
20594, 240, 2
47273, 37, 4
153948, 11, 4
52545, 490, 5
408519, 25, 5
458158, 20, 5
128027, 30, 3
326997, 40, 5
361882, 7, 4
151257, 7, 5
161502, 20, 3
390731, 7, 3
214165, 20, 5
171468, 5, 3
15155, 90, 5
501641, 75, 5
31653, 27, 5
17442, 7, 5
159478, 35, 5
366366, 45, 5
280432, 20, 5
286979, 2, 5
219011, 35, 4
314207, 50, 3
392870, 6, 3
90652, 28, 5
49896, 10, 5
342796, 2, 4
502245, 13, 3
258913, 45, 3
369847, 10, 5
121818, 35, 4
129166, 100, 4
113167, 430, 5
177671, 1460, 5
55949, 2, 5
377695, 5, 4
132617, 61, 3
351428, 10, 5
242240, 17, 2
16297, 30, 4
289096, 5, 4
184999, 20, 3
279636, 35, 4
499383, 4, 2
318829, 12, 5
343544, 15, 4
176290, 50, 5
304851, 5, 5
173389, 5, 5
185198, 490, 2
232248, 30, 4
37671, 90, 4
184454, 65, 5
163859, 40, 5
334445, 50, 3
67192, 65, 5
147681, 25, 5
300553, 490, 5
237604, 12, 4
375132, 25, 5
432469, 10, 5
503432, 65, 5
241044, 270, 5
198513, 8, 4
65864, 1, 4
410810, 50, 4
129231, 12, 4
257258, 15, 2
101507, 370, 3
97229, 60, 5
110708, 6, 4
497164, 21, 5
392800, 5, 5
467594, 5, 4
427291, 5, 4
264995, 15, 5
238533, 5, 3
50642, 13, 5
19549, 20, 5
263059, 485, 5
374892, 55, 5
222375, 35, 5
535267, 15, 5
174489, 2, 3
9073, 45, 5
32017, 6, 3
287873, 1, 4
242046, 3, 4
151959, 55, 4
423671, 1, 5
68376, 12, 5
267710, 135, 4
19247, 20, 5
301347, 35, 4
16383, 63, 5
22376, 25, 4
165437, 1, 2
248443, 1470, 4
200529, 40, 5
174277, 5, 3
67535, 10, 3
191918, 3, 3
74441, 10, 5
248027, 10, 2
18185, 50, 4
349461, 5, 5
119291, 105, 5
234683, 482, 4
77834, 65, 4
368672, 70, 5
16395, 16, 5
281592, 5, 5
373875, 7, 5
411867, 40, 5
300913, 37, 5
35757, 300, 5
342066, 10, 3
149450, 35, 4
9494, 18, 5
373890, 10, 5
57221, 15, 4
401740, 15, 4
250015, 20, 2
220588, 30, 5
418319, 52, 3
50958, 40, 5
424653, 5, 5
16767, 10, 4
425260, 5, 1
49306, 75, 5
196483, 10, 4
55053, 245, 4
415808, 6, 5
376446, 60, 4
276941, 63, 4
339704, 13, 4
283998, 15, 5
435296, 20, 5
250097, 65, 5
346239, 75, 5
42510, 150, 5
283997, 10, 4
189632, 10, 3
285566, 2, 5
245266, 45, 5
67952, 30, 4
222652, 55, 5
371282, 20, 5
4127, 1, 4
168555, 30, 5
134718, 180, 2
418038, 30, 5
261014, 185, 5
334118, 60, 5
315745, 10, 5
8929, 5, 5
70591, 5, 5
159188, 5, 5
328254, 5, 3
153950, 10, 4
301204, 25, 4
46197, 4, 4
23933, 15, 3
211942, 25, 5
237460, 2, 5
223824, 5, 5
7087, 120, 5
228656, 10, 4
362340, 3, 4
241120, 30, 5
180324, 10, 4
269998, 245, 4
20265, 10, 5
285674, 5, 3
69994, 15, 5
452155, 65, 5
385190, 10, 4
693, 15, 4
361312, 10, 5
135051, 35, 4
529852, 105, 3
412150, 35, 5
165453, 3, 3
169160, 65, 5
371505, 38, 4
348747, 125, 4
152446, 5, 5
403489, 10, 5
127921, 10, 5
432139, 45, 5
176452, 10, 3
263470, 15, 5
124215, 40, 5
237343, 50, 4
107283, 75, 4
153318, 85, 5
424920, 5, 5
25035, 25, 4
416395, 20, 5
34231, 245, 5
30459, 1440, 5
484111, 15, 4
113216, 65, 5
84886, 185, 2
109682, 10, 4
88327, 10, 5
338311, 110, 2
212492, 55, 3
275202, 2, 4
315815, 7, 4
264824, 65, 5
205349, 12, 5
79900, 105, 5
214849, 15, 3
375113, 12, 3
173234, 75, 3
285162, 20, 4
207145, 15, 4
296614, 25, 5
31057, 15, 4
382508, 55, 5
39903, 25, 5
251257, 5, 3
374976, 10, 5
158263, 50, 4
12758, 35, 5
198875, 485, 4
410935, 4, 5
399396, 10, 5
42149, 485, 3
458827, 40, 4
296392, 5, 3
170614, 20, 5
292191, 5, 5
503295, 5, 5
125834, 35, 5
252302, 30, 5
13072, 140, 5
273848, 20, 5
290919, 5, 4
160870, 8, 5
25583, 7, 5
313491, 1, 2
28542, 12, 2
68599, 50, 3
317538, 35, 5
182778, 5, 5
252000, 12, 5
269536, 20, 5
220497, 23, 5
344959, 10, 4
328733, 50, 2
519541, 5, 4
211249, 2, 3
39420, 55, 4
212690, 55, 3
161819, 5, 5
92174, 20, 5
485233, 25, 5
96536, 130, 5
183207, 10, 3
220921, 10, 4
593, 20, 5
412266, 5, 4
122299, 18, 5
270811, 10, 2
26842, 10, 3
49944, 13, 5
286969, 40, 4
222084, 15, 5
85829, 17, 4
467335, 10, 4
85173, 20, 5
140660, 40, 2
7997, 1, 5
383689, 115, 4
35458, 80, 5
466949, 50, 3
285374, 30, 4
215042, 25, 3
119978, 310, 5
220639, 22, 5
98875, 45, 4
54245, 5, 4
513416, 25, 3
148942, 490, 4
27349, 30, 5
248922, 5, 4
88562, 365, 2
374306, 55, 5
217769, 10, 5
224458, 10, 5
105096, 10, 4
311294, 18, 5
274726, 40, 5
145070, 80, 4
411308, 35, 4
431934, 20, 5
150079, 13, 4
352013, 154, 4
419431, 2, 3
55416, 20, 5
178450, 13, 5
422807, 20, 2
161494, 20, 4
204791, 5, 4
72203, 43200, 3
258270, 15, 5
381268, 5, 5
174716, 20, 5
186000, 245, 5
140344, 60555, 3
492591, 30, 2
240516, 2, 3
218296, 20, 5
68833, 30, 5
55376, 30, 5
460744, 3, 4
19088, 20, 4
351422, 20, 5
314304, 15, 4
471396, 84, 3
34734, 20, 5
239858, 65, 4
302269, 130, 4
327437, 7, 5
488647, 70, 5
158685, 8, 3
427235, 40, 2
139664, 80, 5
53763, 5, 5
83170, 10, 4
268122, 425, 3
215212, 20, 4
96749, 25, 4
402162, 50, 3
181218, 5, 5
459492, 10, 5
222589, 10, 5
79540, 6, 5
397572, 1, 3
61682, 30, 5
209719, 5, 4
407420, 25, 5
63478, 40, 4
514925, 40, 5
235188, 10, 5
112330, 5, 3
363286, 243, 5
388059, 60, 5
161225, 60, 5
276531, 190, 5
381118, 13, 3
211061, 15, 2
475026, 1, 2
163967, 5, 4
366526, 5, 5
147454, 20, 5
247025, 5, 4
304082, 15, 4
193731, 40, 5
34600, 9, 5
201379, 245, 3
38167, 40, 3
36966, 8, 4
379766, 40, 5
290326, 2, 3
359365, 80, 5
294524, 5, 5
187136, 310, 3
365188, 20, 5
305756, 5, 3
271983, 20, 2
126722, 7, 4
22338, 20, 4
21789, 55, 4
291601, 5, 4
75909, 5, 4
103959, 4335, 5
38152, 95, 5
276111, 20, 5
141899, 60, 5
276645, 30, 4
423909, 15, 4
81516, 150, 5
249911, 5, 3
287045, 35, 5
49636, 55, 5
250904, 70, 4
271759, 25, 4
13812, 60, 5
251246, 120, 5
331848, 1, 3
31449, 3, 2
104297, 15, 2
222097, 10, 5
367885, 5, 4
89955, 10, 4
235975, 20, 5
4749, 1, 5
62317, 80, 4
11624, 70, 4
401802, 10, 4
41394, 10, 5
72609, 25, 4
460389, 30, 5
153448, 11, 3
277992, 5, 4
416154, 25, 5
143465, 20, 3
158759, 22, 3
415311, 25, 3
98000, 15, 3
187414, 10, 3
441885, 10, 4
313366, 30, 4
78708, 75, 5
81431, 5, 2
271482, 30, 5
435154, 394, 4
129359, 5, 3
83747, 5, 5
23400, 30, 4
155626, 100, 5
261418, 22, 3
406124, 1, 2
408620, 5, 3
148906, 20, 4
65705, 5, 3
131662, 45, 5
409598, 30, 5
461688, 15, 3
335392, 20, 5
120876, 4, 3
131103, 45, 4
90024, 7, 4
97724, 20, 4
66991, 5, 5
409817, 45, 5
186470, 3, 5
94599, 305, 5
93662, 20, 5
80489, 5, 5
327592, 7, 4
82524, 5, 3
428699, 40, 5
299984, 70, 4
383353, 250, 3
289860, 11, 4
67425, 2, 3
46975, 3, 4
146869, 1, 3
345312, 5, 5
261758, 25, 5
305939, 130, 4
399369, 20, 5
90567, 15, 3
264636, 5, 5
154255, 5, 5
120124, 30, 5
183759, 30, 4
432412, 2, 5
359925, 8, 5
324117, 30, 4
301959, 15, 5
186351, 21, 4
425681, 259205, 2
64870, 35, 4
18484, 15, 5
33478, 605, 5
453871, 15, 4
254936, 1, 3
246854, 35, 3
161701, 20, 5
176627, 240, 5
217057, 65, 5
350432, 50, 5
175910, 80, 5
210121, 30, 3
160654, 10, 2
313445, 10, 5
227103, 5, 3
261810, 2, 4
227734, 5, 4
232708, 1455, 5
372035, 15, 5
141422, 185, 5
392410, 250, 4
345195, 75, 3
357187, 20, 4
14769, 50, 4
489734, 40, 5
212372, 10, 3
418046, 10, 5
479925, 6, 4
43719, 40, 5
141385, 45, 3
268139, 5, 5
367617, 10, 5
133205, 5, 5
151594, 55, 3
36200, 5, 3
360380, 500, 5
291366, 3, 4
66761, 5, 4
279732, 10, 5
221876, 5, 5
158528, 135, 5
132825, 15, 4
147473, 1445, 4
207978, 10, 5
168401, 25, 4
118438, 30, 5
200911, 27, 4
470641, 2, 4
72728, 15, 5
49481, 20, 5
150457, 39, 3
135347, 50, 4
91291, 10, 5
309979, 15, 5
146828, 30, 4
353064, 25, 5
495599, 35, 5
40529, 23, 5
161778, 60, 5
200066, 13, 4
153963, 10, 4
415842, 15, 4
210978, 135, 5
166608, 210, 5
134312, 25, 2
265203, 20, 4
376203, 12, 4
88114, 35, 4
378963, 10, 3
396186, 5, 5
98912, 216015, 4
233405, 5, 5
179283, 35, 5
27438, 15, 5
198931, 35, 5
103480, 5, 4
255399, 15, 4
399592, 5, 5
35859, 50, 4
419799, 15, 3
139033, 30, 4
361635, 65, 5
82446, 12, 4
227984, 40, 4
149033, 11, 5
253451, 7, 5
188164, 15, 5
66873, 20, 5
486856, 140, 4
328207, 5, 4
325869, 100, 5
271539, 10, 4
173434, 15, 4
97864, 15, 5
151147, 10, 5
401493, 5, 5
429558, 5, 3
3844, 1, 4
316847, 75, 4
391539, 15, 4
11090, 15, 5
129344, 15, 5
269849, 3, 5
122362, 5, 4
142499, 5, 4
19346, 10, 5
245539, 15, 4
127664, 27, 5
355059, 80, 4
433625, 5, 4
246051, 15, 3
54854, 10, 3
258967, 400, 3
174806, 5, 4
198620, 3, 4
316470, 15, 5
510905, 65, 5
175149, 5, 5
124354, 9, 4
305583, 130, 5
211220, 1, 5
386388, 35, 4
40868, 135, 3
130293, 90, 4
360839, 15, 5
405800, 1, 3
10628, 40, 4
279218, 250, 5
349472, 50, 4
243072, 15, 5
461016, 19, 5
224706, 135, 4
172925, 75, 5
466807, 40, 3
373810, 3, 4
304305, 15, 5
112517, 5, 3
250278, 3, 2
238562, 30, 3
140191, 50, 5
337005, 3, 3
56457, 5, 5
255330, 5, 3
192107, 40, 5
311890, 495, 5
276402, 35, 4
146690, 5, 5
229050, 25, 4
104697, 13, 4
317503, 48, 5
18958, 13, 5
132757, 25, 5
230406, 10, 4
13373, 15, 3
376376, 25, 5
111452, 50, 4
180419, 10, 5
440321, 25, 5
366749, 150, 5
377125, 10, 5
302547, 2, 2
41595, 15, 2
456190, 10, 5
335269, 5, 5
127801, 10, 3
277367, 20, 4
228937, 40, 5
21208, 60, 5
346265, 130, 4
26698, 15, 2
433780, 150, 5
160012, 10, 4
330532, 18, 5
280134, 3, 2
145177, 34, 3
411869, 5, 3
377221, 42, 5
98721, 15, 4
120800, 70, 5
280054, 130, 5
219419, 75, 5
165301, 7, 3
327109, 5, 3
263633, 42, 4
294371, 89, 3
96247, 5, 4
184166, 30, 4
231766, 10, 5
245701, 10, 3
224392, 10, 4
241348, 65, 4
234077, 10, 4
107074, 15, 4
243612, 15, 4
55405, 1450, 4
66770, 30, 5
22827, 55, 5
36609, 55, 4
395880, 5, 5
237302, 15, 4
322770, 15, 4
180874, 30, 4
79632, 10, 4
177186, 5, 4
59042, 2, 5
134515, 4, 4
47262, 5, 4
118878, 5, 4
50432, 50, 5
511251, 8, 4
390268, 38, 3
160480, 735, 4
243117, 15, 4
268020, 70, 5
342255, 3, 4
16391, 20, 4
315095, 2, 3
57071, 18, 3
456926, 30, 4
38155, 5, 5
35468, 15, 5
246196, 44655, 4
492767, 4, 3
232723, 255, 4
267495, 100, 5
9215, 20, 4
249293, 35, 5
232384, 5, 4
164058, 15, 4
477320, 30, 5
286809, 55, 5
477118, 7, 4
322972, 1, 2
227503, 5, 4
394114, 20, 3
185292, 13, 4
148104, 10, 4
123323, 40, 5
423612, 3, 3
101781, 10, 5
309553, 5, 2
268772, 100, 5
222752, 15, 2
154873, 60, 5
145891, 20, 3
289900, 10, 5
157314, 30, 5
256607, 50, 3
39062, 3, 4
490045, 5, 3
274225, 260, 5
65326, 5, 3
323216, 70, 5
54530, 15, 4
193569, 20, 5
138236, 2, 5
278558, 365, 5
111378, 25, 5
389975, 50, 4
358304, 365, 5
157416, 100, 5
199821, 25, 3
34130, 5, 4
200514, 40, 5
25060, 40, 5
111774, 9, 2
23723, 2, 4
201410, 12, 4
327872, 5, 3
166192, 435, 5
439907, 5, 3
223212, 50, 5
89870, 40, 4
41323, 65, 5
263070, 5, 3
156048, 15, 3
34162, 610, 5
326819, 4, 4
380014, 10, 3
185074, 22, 5
197284, 5, 4
239768, 18, 5
310813, 5, 5
464541, 10, 5
110924, 5, 2
145861, 90, 5
307686, 11, 3
199808, 20, 5
424927, 35, 5
246321, 20, 4
95660, 5, 3
49602, 35, 3
218383, 30, 4
326739, 20, 2
359102, 74, 5
48249, 32, 5
46047, 5, 5
380058, 55, 5
395033, 10, 5
182128, 10, 3
106470, 10, 5
379883, 5, 4
81378, 15, 5
58010, 5, 5
409690, 40, 5
104200, 10, 5
15786, 65, 5
364807, 3, 4
351159, 7, 5
390550, 60, 5
382943, 20, 5
264812, 25, 4
158962, 10, 5
227841, 9, 2
441337, 40, 2
108675, 15, 3
194192, 15, 5
489, 71, 5
50112, 200, 3
175798, 20, 2
221699, 30, 4
120686, 190, 4
119559, 25, 5
92087, 35, 3
361188, 135, 4
336354, 250, 5
477213, 5, 4
54532, 10, 5
287392, 10, 4
389590, 5, 4
85559, 265, 3
74958, 10, 5
333579, 40, 5
128023, 50, 4
217985, 145, 3
160025, 5, 5
48895, 10, 5
120786, 45, 5
68038, 35, 4
34717, 1, 4
326671, 15, 4
304652, 4, 3
147779, 10, 3
366876, 17, 4
126318, 6, 5
37888, 15, 3
103528, 2, 4
258872, 5, 4
348742, 5, 3
139906, 60, 5
297298, 35, 5
450764, 25, 5
429594, 75, 5
417462, 20, 5
85349, 10, 5
322995, 3, 3
419029, 11, 5
301469, 35, 5
242389, 38, 5
182837, 15, 5
432814, 15, 5
64533, 2, 4
172960, 55, 5
103549, 20, 4
149506, 45, 4
377039, 35, 4
123446, 65, 5
134224, 15, 4
135002, 25, 5
28076, 65, 5
51604, 60, 5
94979, 40, 4
82427, 10, 4
17625, 30, 3
120964, 95, 4
429535, 5, 3
132676, 15, 5
154567, 105, 5
268344, 315, 5
74275, 30, 5
111794, 490, 4
376098, 5, 3
346391, 25, 5
98951, 45, 4
391388, 25, 5
373493, 20, 5
16070, 15, 4
104594, 10, 4
30195, 5, 5
311551, 5, 2
216365, 20, 5
283219, 20, 5
200230, 30, 5
221352, 40, 5
253526, 65, 5
130588, 30, 5
78426, 12, 3
69342, 70, 4
353157, 7, 5
114457, 50, 4
347293, 35, 3
71192, 10, 3
313856, 10, 5
157555, 5, 5
119316, 4, 4
172423, 22, 5
78578, 25, 5
133787, 23, 5
134887, 2, 5
269685, 14, 2
183940, 150, 5
26953, 20, 5
270667, 90, 5
173735, 60, 4
212351, 65, 3
169140, 13, 4
83441, 3, 5
218692, 25, 5
283868, 5, 5
233438, 70, 5
226895, 10, 4
40440, 35, 4
199073, 25, 5
18591, 5, 3
24716, 60, 5
237696, 10, 2
199806, 17, 4
365360, 5, 5
68297, 100, 5
230680, 105, 4
66304, 120, 5
265995, 11, 4
14429, 1, 4
408818, 35, 5
31217, 15, 5
198155, 15, 4
119975, 380, 5
495577, 40, 5
360557, 130, 4
403809, 45, 5
482095, 20, 5
179087, 5, 5
484565, 5, 3
166607, 5, 4
298601, 55, 3
299061, 20, 4
47251, 5, 3
173131, 10, 5
252312, 10, 2
523276, 3, 5
52603, 35, 3
166644, 5, 5
122425, 70, 3
255465, 40, 4
198560, 10, 4
117934, 15, 5
214617, 25, 5
429280, 5, 5
430846, 75, 5
83098, 15, 3
71480, 20, 5
20764, 120, 4
103649, 55, 5
494132, 25, 4
144957, 25, 5
62078, 15, 4
242678, 30, 5
281258, 18, 5
425329, 20, 5
86856, 55, 4
308897, 35, 4
419161, 5, 5
243802, 10, 4
109591, 20, 3
68011, 5, 4
137736, 30, 5
376740, 22, 5
414405, 70, 5
48658, 20, 5
4478, 1, 4
267105, 6, 3
398087, 15, 5
40608, 5, 5
151183, 30, 4
527834, 5, 3
149905, 5, 3
395785, 25, 5
64430, 5, 4
91217, 43, 4
269982, 4, 2
190482, 50, 5
205760, 90, 2
422147, 10, 4
8558, 2, 3
369534, 5, 5
196729, 213, 4
238291, 130, 4
395643, 15, 5
269367, 15, 5
40760, 15, 5
335087, 23, 4
230839, 5, 5
172106, 250, 3
48515, 10, 5
13521, 35, 5
201578, 5, 5
43836, 55, 5
95272, 17, 5
41375, 5, 3
380798, 5, 5
163459, 18, 5
229287, 25, 5
296626, 35, 5
175909, 15, 4
485529, 15, 5
245573, 10, 4
343226, 5, 5
426585, 3, 5
390251, 6, 2
10910, 10, 4
115310, 20, 5
34712, 5, 4
312252, 10, 4
66860, 1440, 3
185155, 30, 4
131235, 40, 5
124794, 10, 5
136650, 50, 4
333324, 25, 4
98409, 65, 2
197510, 10, 5
102972, 30, 3
513214, 20, 4
262649, 20, 4
48948, 1, 5
56307, 10, 4
202523, 30, 5
472363, 40, 5
70030, 5, 4
390722, 5, 4
305323, 10, 5
204031, 15, 5
315088, 50, 3
81869, 10, 4
51656, 15, 3
221798, 40, 4
162956, 25, 5
109839, 20, 4
209530, 25, 4
296528, 25, 4
427175, 1, 2
334090, 3, 4
457574, 5, 5
369978, 35, 5
61514, 32, 3
171882, 35, 4
375764, 45, 5
114096, 30, 5
115272, 15, 5
51057, 12, 4
89545, 25, 3
196297, 4, 4
240879, 65, 5
91164, 2, 4
60349, 5, 4
327017, 10, 3
97693, 10, 5
380736, 15, 5
70394, 35, 3
514355, 20, 5
189977, 3, 4
456401, 5, 3
205067, 70, 2
514965, 45, 5
20651, 10, 5
52933, 45, 3
58017, 45, 3
99657, 190, 5
151355, 120, 5
154562, 10, 3
31922, 15, 3
88341, 5, 5
150337, 15, 5
167213, 21, 2
295492, 10, 4
380995, 6, 4
31274, 45, 5
173979, 40, 4
92007, 2, 4
266063, 5, 5
141286, 40, 4
427331, 13, 5
434144, 25, 5
55225, 10, 4
373564, 40, 5
68070, 18, 5
3779, 20, 5
292644, 20, 3
317684, 5, 4
86607, 40, 5
503115, 5, 5
345635, 15, 4
302223, 3, 4
391398, 125, 4
77354, 90, 5
66582, 60, 3
105264, 30, 5
270093, 210, 5
136409, 10, 3
62198, 280, 5
144931, 20, 2
20353, 32, 4
289267, 30, 5
155103, 60, 5
314143, 21, 5
297517, 5, 3
331675, 45, 5
126570, 5, 3
175253, 255, 4
260960, 5, 5
315755, 12, 3
126723, 5, 5
33617, 5, 5
56376, 15, 5
14408, 75, 4
298299, 5, 3
65473, 70, 4
223669, 4, 3
37428, 25, 5
247594, 30, 3
348354, 20, 4
280250, 65, 4
164369, 5, 3
172116, 2, 4
493163, 130, 4
467299, 185, 3
149140, 15, 5
113137, 65, 4
388824, 28, 5
374776, 370, 5
128325, 45, 4
200420, 3, 4
354758, 22, 3
155738, 20, 4
454539, 15, 2
32209, 11, 4
80999, 40, 4
160553, 55, 5
391699, 105, 3
338890, 45, 4
223515, 30, 5
92541, 25, 5
430790, 10, 4
368893, 2, 2
192177, 55, 4
385448, 5, 5
38198, 1460, 2
93590, 5, 4
316202, 870, 5
372670, 10, 4
193879, 30, 5
290321, 10, 4
311040, 30, 3
356257, 35, 2
229265, 15, 5
357199, 105, 5
348981, 6, 4
319999, 16, 5
205888, 25, 5
219708, 5, 4
241744, 90, 5
252937, 6, 5
49573, 12, 3
212134, 20, 5
4544, 1, 5
454998, 5, 5
139498, 10, 5
112069, 25, 4
175781, 5, 5
49474, 29, 5
436589, 45, 5
373544, 5, 4
81069, 20, 4
123834, 185, 5
168631, 3, 3
198139, 30, 5
95625, 40, 5
221390, 30, 5
72585, 1445, 4
377446, 5, 3
101598, 6, 5
140156, 185, 4
41336, 30, 5
114921, 16, 5
141125, 25, 5
145979, 90, 4
94851, 5, 3
288305, 30, 5
24263, 10, 4
212700, 13, 5
56560, 15, 4
25238, 30, 5
45783, 89, 4
66769, 40, 4
124347, 1, 3
442232, 10, 2
125252, 55, 5
160283, 55, 5
284666, 250, 4
58269, 17, 5
360505, 5, 3
169266, 5, 4
153034, 35, 1
509287, 5, 5
12148, 70, 4
172935, 10, 4
113019, 2, 2
24764, 5, 5
152997, 20, 5
244296, 5, 2
521616, 60, 5
161518, 1, 5
87380, 5, 2
86228, 40, 5
225412, 3, 3
159037, 25, 5
410316, 2, 5
86519, 25, 3
55002, 15, 3
245180, 45, 5
332221, 20, 4
326898, 55, 5
13945, 30, 5
452784, 50, 5
427790, 5, 5
465063, 40, 4
183617, 482, 3
124597, 186, 4
464081, 18, 5
134602, 1470, 5
351699, 45, 4
124093, 50, 5
38812, 10, 5
65602, 30, 5
217315, 60, 2
202547, 2, 3
441755, 65, 5
514153, 45, 4
351085, 75, 5
319744, 65, 5
29225, 6, 3
195550, 45, 5
95523, 25, 4
259316, 32, 5
16975, 30, 2
300057, 125, 3
311936, 63, 5
338264, 10, 3
267337, 25, 4
347397, 9, 5
194058, 5, 4
388185, 16, 4
367040, 18, 5
168420, 50, 3
257222, 20, 5
106942, 75, 2
56781, 40, 5
75491, 20, 5
471046, 20, 3
378763, 25, 4
101555, 15, 4
53242, 15, 5
39838, 210, 5
420765, 55, 4
267576, 145, 4
64260, 5, 3
119843, 250, 5
511013, 245, 5
167802, 15, 4
243567, 25, 3
109196, 30, 5
260552, 10, 4
147731, 30, 5
261876, 125, 5
77497, 15, 4
173314, 310, 5
424374, 20, 4
91092, 17, 3
92094, 8, 3
28896, 15, 5
170837, 20, 5
121242, 3, 5
232293, 5, 4
210633, 13, 4
271230, 40, 3
85551, 40, 5
423686, 17, 5
500218, 35, 5
63552, 4, 2
347569, 25, 3
67137, 55, 4
52346, 15, 5
471521, 50, 3
122457, 8, 3
99248, 5, 4
289846, 40, 5
113611, 20, 3
351336, 5, 5
312371, 25, 5
138296, 14, 5
181278, 3, 2
56055, 15, 5
341952, 5, 5
27976, 130, 5
48682, 40, 5
372664, 20, 5
80753, 20, 4
94782, 15, 5
42247, 69120, 2
243739, 5, 3
95125, 15, 5
139396, 100, 5
341904, 11, 2
278370, 30, 4
216035, 35, 4
243845, 5, 4
120947, 5, 3
401537, 20, 5
199880, 20, 5
164636, 5, 3
37064, 10, 5
12530, 25, 5
385085, 35, 4
179051, 190, 3
135904, 30, 2
293116, 155, 5
442542, 15, 5
40343, 75, 4
26489, 7, 5
85582, 55, 4
255323, 26, 5
281152, 25, 5
215721, 3, 4
275518, 15, 4
25000, 20, 5
98377, 5, 5
67044, 15, 5
217025, 6, 4
96405, 22, 5
209061, 5, 2
494433, 15, 5
329948, 40, 4
15302, 20, 5
206321, 5, 4
255694, 20, 5
149893, 15, 5
295099, 15, 3
323596, 30, 5
384619, 40, 5
264143, 17, 4
2644, 1, 5
57101, 55, 3
193391, 10, 4
442677, 330, 2
345762, 10, 3
406786, 40, 4
202959, 13, 2
105721, 25, 5
399208, 5, 4
63262, 12, 4
8034, 1, 4
107518, 19, 4
517501, 2, 3
45506, 15, 5
19615, 64, 3
391357, 5, 3
106887, 5, 5
190954, 10, 5
313997, 2, 3
260297, 185, 4
117824, 24, 5
53530, 10, 5
292037, 10, 5
512123, 25, 5
225418, 20, 5
294633, 30, 5
130223, 50, 5
214525, 2, 2
87042, 5, 4
298599, 10, 5
68448, 20, 5
342881, 3, 3
185297, 20, 3
76906, 4, 3
187716, 30, 5
33978, 5, 5
3264, 1, 4
76983, 35, 5
127144, 10, 5
249453, 8, 5
112897, 63, 5
121602, 45, 4
389471, 15, 5
73214, 5, 4
292420, 5, 5
137657, 5, 3
122577, 5, 4
123547, 2, 4
191390, 40, 4
242551, 3, 4
331174, 33, 5
107570, 37, 4
312986, 22, 4
78533, 12, 3
123597, 11, 4
117938, 10, 3
269333, 60, 4
363427, 245, 5
280581, 1, 5
223827, 5, 4
335005, 40, 3
294828, 5, 5
94245, 5760, 5
142316, 45, 5
169606, 25, 5
276612, 3, 4
128, 25, 5
105454, 5, 3
286828, 36, 5
303738, 2, 3
223086, 25, 3
201768, 25, 4
165312, 10, 5
319965, 20, 5
136704, 48, 5
253008, 50, 5
455226, 5, 3
152882, 60, 5
106241, 35, 3
17227, 30, 5
156167, 10, 4
323986, 25, 2
497418, 45, 5
306880, 2, 4
303021, 23, 5
477253, 5, 4
108953, 20, 5
455259, 15, 2
307727, 15, 5
79542, 2, 3
211447, 15, 4
72759, 30, 3
296295, 10, 4
165274, 15, 5
102109, 60, 3
352183, 5, 3
275122, 605, 3
26252, 15, 5
460057, 5, 4
502009, 8, 4
316336, 240, 5
136170, 20, 4
202787, 7, 5
318709, 5, 5
49375, 10, 4
145259, 180, 3
511884, 230, 4
404185, 15, 5
310391, 5, 5
355388, 4, 3
65112, 40, 5
126760, 25, 5
200248, 2, 3
420358, 65, 5
278650, 13, 5
301294, 30, 5
368627, 10, 5
441766, 10, 5
346208, 10, 5
250432, 5, 5
201796, 22, 5
68995, 23, 5
22729, 30, 5
81289, 5, 3
433354, 2, 4
61129, 35, 5
275982, 30, 3
26415, 1440, 5
189415, 5, 4
216464, 20, 5
213171, 55, 5
32175, 20, 5
145921, 10, 5
376779, 15, 5
